,Epilepsy: Counseling for Women of Childbearing Potential with Epilepsy,N/A,1814,268,All female patients of childbearing potential (12 - 44 years old) diagnosed with epilepsy who were counseled or referred for counseling for how epilepsy and its treatment may affect contraception OR pregnancy at least once a year,Effective Clinical Care,Outcome,American Academy of Neurology,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Inflammatory Bowel Disease (IBD): Preventive Care: Corticosteroid Sparing Therapy,N/A,N/A,270,Percentage of patients aged 18 years and older with a diagnosis of inflammatory bowel disease who have been managed by corticosteroids greater than or equal to 10 mg/day of prednisone equivalents for 60 or greater consecutive days or a single prescription equating to 600 mg prednisone or greater for all fills that have been prescribed corticosteroid sparing therapy within the last twelve months,Effective Clinical Care,Outcome,American Gastroenterological Association,-,-,-,-,-,-,X,X,Inflammatory Bowel Disease,-,-,-,-,-,-,Measure Specification Manuals
,Inflammatory Bowel Disease (IBD): Preventive Care: Corticosteroid Related Iatrogenic Injury – Bone Loss Assessment,N/A,N/A,271,Percentage of patients aged 18 years and older with an inflammatory bowel disease encounter who were prescribed prednisone equivalents greater than or equal to 10 mg/day for 60 or greater consecutive days or a single prescription equating to 600mg prednisone or greater for all fills and were documented for risk of bone loss once during the reporting year or the previous calendar year,Effective Clinical Care,Process,American Gastroenterological Association,-,-,-,-,-,-,X,X,Inflammatory Bowel Disease,-,-,-,-,-,-,Measure Specification Manuals
,Inflammatory Bowel Disease (IBD): Testing for Latent Tuberculosis (TB) Before Initiating Anti-TNF (Tumor Necrosis Factor) Therapy,N/A,N/A,274,Percentage of patients aged 18 years and older with a diagnosis of inflammatory bowel disease (IBD) for whom a tuberculosis (TB) screening was performed and results interpreted within six months prior to receiving a first course of anti-TNF (tumor necrosis factor) therapy,Effective Clinical Care,Process,American Gastroenterological Association,,-,-,-,-,-,X,X,Inflammatory Bowel Disease,-,-,-,-,-,-,Measure Specification Manuals
,Inflammatory Bowel Disease (IBD): Assessment of Hepatitis B Virus (HBV) Status Before Initiating Anti-TNF (Tumor Necrosis Factor) Therapy,N/A,N/A,275,Percentage of patients aged 18 years and older with a diagnosis of inflammatory bowel disease (IBD) who had Hepatitis B Virus (HBV) status assessed and results interpreted within one year prior to receiving a first course of anti-TNF (tumor necrosis factor) therapy,Effective Clinical Care,Process,American Gastroenterological Association,-,-,-,-,-,-,X,X,Inflammatory Bowel Disease,-,-,-,-,-,-,Measure Specification Manuals
,Sleep Apnea: Assessment of Sleep Symptoms,N/A,N/A,276,"Percentage of visits for patients aged 18 years and older with a diagnosis of obstructive sleep apnea that includes documentation of an assessment of sleep symptoms, including presence or absence of snoring and daytime sleepiness",Effective Clinical Care,Process,American Academy of Sleep Medicine,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,X,-,Sleep Apnea,-,-,-,-,-,-,Measure Specification Manuals
,Sleep Apnea: Severity Assessment at Initial Diagnosis,N/A,N/A,277,Percentage of patients aged 18 years and older with a diagnosis of obstructive sleep apnea who had an apnea hypopnea index (AHI) or a respiratory disturbance index (RDI) measured at the time of initial diagnosis,Effective Clinical Care,Process,American Academy of Sleep Medicine,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,X,-,Sleep Apnea,-,-,-,-,-,-,Measure Specification Manuals
,Sleep Apnea: Positive Airway Pressure Therapy Prescribed,N/A,N/A,278,Percentage of patients aged 18 years and older with a diagnosis of moderate or severe obstructive sleep apnea who were prescribed positive airway pressure therapy,Effective Clinical Care,Process,American Academy of Sleep Medicine,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,X,-,Sleep Apnea,-,-,-,-,-,-,Measure Specification Manuals
,Sleep Apnea: Assessment of Adherence to Positive Airway Pressure Therapy,N/A,N/A,279,Percentage of visits for patients aged 18 years and older with a diagnosis of obstructive sleep apnea who were prescribed positive airway pressure therapy who had documentation that adherence to positive airway pressure therapy was objectively measured,Effective Clinical Care,Process,American Academy of Sleep Medicine,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,X,-,Sleep Apnea,-,-,-,-,-,-,Measure Specification Manuals
,Dementia: Staging of Dementia,N/A,N/A,280,"Percentage of patients, regardless of age, with a diagnosis of dementia whose severity of dementia was classified as mild, moderate or severe at least once within a 12 month period",Effective Clinical Care,Process,American Academy of Neurology,American Psychiatric Association,-,-,-,-,-,X,-,Dementia,-,-,-,-,-,-,Measure Specification Manuals
,Dementia: Cognitive Assessment,149v4,N/A,281,"Percentage of patients, regardless of age, with a diagnosis of dementia for whom an assessment of cognition is performed and the results reviewed at least once within a 12 month period",Effective Clinical Care,Process,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,X,-,X,-,Dementia,-,-,-,-,-,-,Measure Specification Manuals
,Dementia: Functional Status Assessment,N/A,N/A,282,"Percentage of patients, regardless of age, with a diagnosis of dementia for whom an assessment of functional status is performed and the results reviewed at least once within a 12 month period",Effective Clinical Care,Process,American Academy of Neurology,American Psychiatric Association,-,-,-,-,-,X,-,Dementia,-,-,-,-,-,-,Measure Specification Manuals
,Dementia: Neuropsychiatric Symptom Assessment,N/A,N/A,283,"Percentage of patients, regardless of age, with a diagnosis of dementia and for whom an assessment of  neuropsychiatric symptoms is performed and results reviewed at least once in a 12 month period",Effective Clinical Care,Process,American Academy of Neurology,American Psychiatric Association,-,-,-,-,-,X,-,Dementia,-,-,-,-,-,-,Measure Specification Manuals
,Dementia: Management of Neuropsychiatric Symptoms,N/A,N/A,284,"Percentage of patients, regardless of age, with a diagnosis of dementia who have one or more neuropsychiatric symptoms who received or were recommended to receive an intervention for neuropsychiatric symptoms within a 12 month period",Effective Clinical Care,Process,American Academy of Neurology,American Psychiatric Association,-,-,-,-,-,X,-,Dementia,-,-,-,-,-,-,Measure Specification Manuals
,Dementia: Counseling Regarding Safety Concerns,N/A,N/A,286,"Percentage of patients, regardless of age, with a diagnosis of dementia or their caregiver(s) who were counseled or referred for counseling regarding safety concerns within a 12 month period",Patient Safety,Process,American Academy of Neurology,American Psychiatric Association,-,-,-,-,-,X,-,Dementia,-,-,-,-,-,-,Measure Specification Manuals
,Dementia: Counseling Regarding Risks of Driving,N/A,N/A,287,"Percentage of patients, regardless of age, with a diagnosis of dementia or their caregiver(s) who were counseled regarding the risks of driving and the alternatives to driving at least once within a 12 month period",Effective Clinical Care,Process,American Academy of Neurology,American Psychiatric Association,-,-,-,-,-,X,-,Dementia,-,-,-,-,-,-,Measure Specification Manuals
,Dementia: Caregiver Education and Support,N/A,N/A,288,"Percentage of patients, regardless of age, with a diagnosis of dementia whose caregiver(s) were provided with education on dementia disease management and health behavior changes AND referred to additional sources for support within a 12 month period",Communication and Care Coordination,Process,American Academy of Neurology,American Psychiatric Association,-,-,-,-,-,X,-,Dementia,-,-,-,-,-,-,Measure Specification Manuals
,Parkinson’s Disease: Annual Parkinson’s Disease Diagnosis Review,N/A,N/A,289,"All patients with a diagnosis of Parkinson’s disease who had an annual assessment including a review of current medications (e.g., medications that can produce Parkinson-like signs or symptoms) and a review for the presence of atypical features (e.g., falls at presentation and early in the disease course, poor response to levodopa, symmetry at onset, rapid progression [to Hoehn and Yahr stage 3 in 3 years], lack of tremor or dysautonomia) at least annually",Effective Clinical Care,Outcome,American Academy of Neurology,-,-,-,-,-,-,X,-,Parkinson's Disease,-,-,-,-,-,-,Measure Specification Manuals
,Parkinson’s Disease: Psychiatric Disorders or Disturbances Assessment,N/A,N/A,290,"All patients with a diagnosis of Parkinson’s disease who were assessed for psychiatric disorders or disturbances (e.g., psychosis, depression, anxiety disorder, apathy, or impulse control disorder) at least annually",Effective Clinical Care,Outcome,American Academy of Neurology,-,-,-,-,-,-,X,-,Parkinson's Disease,-,-,-,-,-,-,Measure Specification Manuals
,Parkinson’s Disease: Cognitive Impairment or Dysfunction Assessment,N/A,N/A,291,All patients with a diagnosis of Parkinson’s disease who were assessed for cognitive impairment or dysfunction at least annually,Effective Clinical Care,Outcome,American Academy of Neurology,-,-,-,-,-,-,X,-,Parkinson's Disease,-,-,-,-,-,-,Measure Specification Manuals
,Parkinson’s Disease: Querying about Sleep Disturbances,N/A,N/A,292,"All patients with a diagnosis of Parkinson’s disease (or caregivers, as appropriate) who were queried about sleep disturbances at least annually",Effective Clinical Care,Outcome,American Academy of Neurology,-,-,-,-,-,-,X,-,Parkinson's Disease,-,-,-,-,-,-,Measure Specification Manuals
,Parkinson’s Disease: Rehabilitative Therapy Options,N/A,N/A,293,"All patients with a diagnosis of Parkinson’s disease (or caregiver(s), as appropriate) who had rehabilitative therapy options (e.g., physical, occupational, or speech therapy) discussed at least annually",Communication and Care Coordination,Outcome,American Academy of Neurology,-,-,-,-,-,-,X,-,Parkinson's Disease,-,-,-,-,-,-,Measure Specification Manuals
,Parkinson’s Disease: Parkinson’s Disease Medical and Surgical Treatment Options Reviewed,N/A,N/A,294,"All patients with a diagnosis of Parkinson’s disease (or caregiver(s), as appropriate) who had the Parkinson’s disease treatment options (e.g., non-pharmacological treatment, pharmacological treatment, or surgical treatment) reviewed at least once annually",Communication and Care Coordination,Outcome,American Academy of Neurology,-,-,-,-,-,-,X,-,Parkinson's Disease,-,-,-,-,-,-,Measure Specification Manuals
,Cataracts: Improvement in Patient’s Visual Function within 90 Days Following Cataract Surgery,N/A,1536,303,"Percentage of patients aged 18 years and older in sample who had cataract surgery and had improvement in visual function achieved within 90 days following the cataract surgery, based on completing a pre-operative and post-operative visual function survey",Person and Caregiver-Centered Experience and Outcomes,Outcome,American Academy of Ophthalmology,-,-,-,-,-,-,X,X,Cataracts,-,-,-,-,-,-,Measure Specification Manuals
,Cataracts: Patient Satisfaction within 90 Days Following Cataract Surgery,N/A,N/A,304,"Percentage of patients aged 18 years and older in sample who had cataract surgery and were satisfied with their care within 90 days following the cataract surgery, based on completion of the Consumer Assessment of Healthcare Providers and Systems Surgical Care Survey",Person and Caregiver-Centered Experience and Outcomes,Outcome,American Academy of Ophthalmology,-,-,-,-,-,-,X,X,Cataracts,-,-,-,-,-,-,Measure Specification Manuals
,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment,137v4,0004,305,"Percentage of patients 13 years of age and older with a new episode of alcohol and other drug (AOD) dependence who received the following. Two rates are reported.
a. Percentage of patients who initiated treatment within 14 days of the diagnosis.
b. Percentage of patients who initiated treatment and who had two or more additional services with an AOD diagnosis within 30 days of the initiation visit.
",Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,Cervical Cancer Screening,124v4,0032,309,"Percentage of women 21-64 years of age, who received one or more Pap tests to screen for cervical cancer",Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,Chlamydia Screening for Women,153v4,0033,310, Percentage of women 16-24 years of age who were identified as sexually active and who had at least one test for chlamydia during the measurement period,Community/Population Health,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,Use of Appropriate Medications for Asthma,126v4,0036,311,Percentage of patients 5-64 years of age who were identified as having persistent asthma and were appropriately prescribed medication during the measurement period,Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,Use of Imaging Studies for Low Back Pain,166v5,0052,312,"Percentage of patients 18-50 years of age with a diagnosis of low back pain who did not have an imaging study (plain X-ray, MRI, CT scan) within 28 days of the diagnosis.",Efficiency and Cost Reduction,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,Preventive Care and Screening: Cholesterol – Fasting Low Density Lipoprotein (LDL-C) Test Performed AND Risk-Stratified Fasting LDL-C,61v5 & 64v5,N/A,316,"Percentage of patients aged 20 through 79 years whose risk factors* have been assessed and a fasting LDL test has been performed AND percentage of patients aged 20 through 79 years who had a fasting LDL-C test performed and whose risk-stratified fasting LDL-C is at or below the recommended LDL-C goal.
*There are three criteria for this measure based on the patient’s risk category.
1. Highest Level of Risk: Coronary Heart Disease (CHD) or CHD Risk Equivalent OR 10-Year Framingham Risk >20%
2. Moderate Level of Risk: Multiple (2+) Risk Factors OR 10-Year Framingham Risk 10-20%
3. Lowest Level of Risk: 0 or 1 Risk Factor OR 10-Year Framingham Risk <10%
",Effective Clinical Care, Intermediate Outcome,Centers for Medicare & Medicaid Services,Quality Insights of Pennsylvania,-,-,-,X,-,-,-,-,-,-,-,-,X,X,Measure Specification Manuals
,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,22v4,N/A,317,Percentage of patients aged 18 years and older seen during the reporting period who were screened for high blood pressure AND a recommended follow-up plan is documented based on the current blood pressure (BP) reading as indicated.,Community/Population Health,Process,Centers for Medicare & Medicaid Services,Mathematica,Quality Insights of Pennsylvania,X,-,X,X,X,X,"Acute Otitis Externa (AOE)
Cardiovascular Prevention
Diabetic Retinopathy",X,X,-,-,X,X,Measure Specification Manuals
,Falls: Screening for Fall Risk,139v4,0101,318,Percentage of patients 65 years of age and older who were screened for future fall risk at least once during the measurement period.,Patient Safety,Process,National Committee for Quality Assurance,-,-,-,-,X,X,-,-,-,X,X,-,-,X,-,Measure Specification Manuals
,Appropriate Follow-Up Interval for Normal Colonoscopy in Average Risk Patients,N/A,0658,320,Percentage of patients aged 50 to 75 years of age receiving a screening colonoscopy without biopsy or polypectomy who had a recommended follow-up interval of at least 10 years for repeat colonoscopy documented in their colonoscopy report,Communication and Care Coordination,Process,American Medical Association-Physician Consortium for Performance Improvement,American Gastroenterological Association,"American Society for Gastrointestinal Endoscopy/ American College of Gastroenterology
",X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,CAHPS for PQRS Clinician/Group Survey,N/A,0005 & 0006,321,"• Getting timely care, appointments, and information;
• How well providers Communicate;
• Patient’s Rating of Provider;
• Access to Specialists;
• Health Promotion & Education;
• Shared Decision Making;
• Health Status/Functional Status;
• Courteous and Helpful Office Staff;
• Care Coordination;
• Between Visit Communication;
• Helping Your to Take Medication as Directed; and
• Stewardship of Patient Resources",Person and Caregiver-Centered Experience and Outcomes,Patient Engagement/Experience,Agency for Healthcare Research & Quality,-,-,-,X,-,-,-,-,-,X,X,-,-,-,-,Measure Specification Manuals
,Cardiac Stress Imaging Not Meeting Appropriate Use Criteria: Preoperative Evaluation in Low-Risk Surgery Patients,N/A,N/A,322,"Percentage of stress single-photon emission computed tomography (SPECT) myocardial perfusion imaging (MPI), stress echocardiogram (ECHO), cardiac computed tomography angiography (CCTA), or cardiac magnetic resonance (CMR) performed in low risk surgery patients 18 years or older for preoperative evaluation during the 12-month reporting period",Efficiency and Cost Reduction,Efficiency,American College of Cardiology,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Cardiac Stress Imaging Not Meeting Appropriate Use Criteria: Routine Testing After Percutaneous Coronary Intervention (PCI),N/A,N/A,323,"Percentage of all stress  single-photon emission computed tomography (SPECT) myocardial perfusion imaging (MPI), stress echocardiogram (ECHO), cardiac computed tomography angiography (CCTA), and cardiovascular magnetic resonance (CMR) performed in patients aged 18 years and older routinely after percutaneous coronary intervention (PCI), with reference to timing of test after PCI and symptom status",Efficiency and Cost Reduction,Efficiency,American College of Cardiology,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,"Cardiac Stress Imaging Not Meeting Appropriate Use Criteria: Testing in Asymptomatic, Low-Risk Patients",N/A,N/A,324,"Percentage of all stress single-photon emission computed tomography (SPECT) myocardial perfusion imaging (MPI), stress echocardiogram (ECHO), cardiac computed tomography angiography (CCTA), and cardiovascular magnetic resonance (CMR) performed in asymptomatic, low coronary heart disease (CHD) risk patients 18 years and older for initial detection and risk assessment",Efficiency and Cost Reduction,Efficiency,American College of Cardiology,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Adult Major Depressive Disorder (MDD): Coordination of Care of Patients with Specific Comorbid Conditions,N/A,N/A,325,"Percentage of medical records of patients aged 18 years and older with a diagnosis of major depressive disorder (MDD) and a specific diagnosed comorbid condition (diabetes, coronary artery disease, ischemic stroke, intracranial hemorrhage, chronic kidney disease [stages 4 or 5], End Stage Renal Disease [ESRD] or congestive heart failure) being treated by another clinician with communication to the clinician treating the comorbid condition",Communication and Care Coordination,Process,American Psychiatric Association,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Atrial Fibrillation and Atrial Flutter: Chronic Anticoagulation Therapy,N/A,1525,326,"Percentage of patients aged 18 years and older with a diagnosis of nonvalvular atrial fibrillation (AF) or atrial flutter whose assessment of the specified thromboembolic risk factors indicate one or more high-risk factors or more than one moderate risk factor, as determined by CHADS2 risk stratification, who are prescribed warfarin OR another oral anticoagulant drug that is FDA approved for the prevention of thromboembolism",Effective Clinical Care,Process,American College of Cardiology,American Heart Association,American Medical Association-Physician Consortium for Performance Improvement,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Pediatric Kidney Disease: Adequacy of Volume Management: ,N/A,N/A,327,Percentage of calendar months within a 12-month period during which patients aged 17 years and younger with a diagnosis of End Stage Renal Disease (ESRD) undergoing maintenance hemodialysis in an outpatient dialysis facility have an assessment of the adequacy of volume management from a nephrologist ,Effective Clinical Care,Outcome,Renal Physicians Association,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Pediatric Kidney Disease: ESRD Patients Receiving Dialysis: Hemoglobin Level < 10 g/Dl,N/A,1667,328,Percentage of calendar months within a 12-month period during which patients aged 17 years and younger with a diagnosis of End Stage Renal Disease (ESRD) receiving hemodialysis or peritoneal dialysis have a hemoglobin level < 10 g/dL,Effective Clinical Care, Intermediate Outcome,Renal Physicians Association,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Adult Kidney Disease: Catheter Use at Initiation of Hemodialysis,N/A,N/A,329,"Percentage of patients aged 18 years and older with a diagnosis of End Stage Renal Disease (ESRD) who initiate maintenance hemodialysis during the measurement period, whose mode of vascular access is a catheter at the time maintenance hemodialysis is initiated",Effective Clinical Care,Outcome,Renal Physicians Association,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Adult Kidney Disease: Catheter Use for Greater Than or Equal to 90 Days,N/A,N/A,330,Percentage of patients aged 18 years and older with a diagnosis of End Stage Renal Disease (ESRD) receiving maintenance hemodialysis for greater than or equal to 90 days whose mode of vascular access is a catheter,Patient Safety,Outcome,Renal Physicians Association,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Adult Sinusitis: Antibiotic Prescribed for Acute Sinusitis (Overuse) ,N/A,N/A,331,"Percentage of patients, aged 18 years and older, with a diagnosis of acute sinusitis who were prescribed an antibiotic within 10 days after onset of symptoms",Efficiency and Cost Reduction,Process,American Academy of Otolaryngology-Head and Neck Surgery,-,-,-,-,-,-,X,X,Sinusitis ,-,-,-,-,-,-,Measure Specification Manuals
,Adult Sinusitis: Appropriate Choice of Antibiotic: Amoxicillin With or Without Clavulanate Prescribed for Patients with Acute Bacterial Sinusitis (Appropriate Use) ,N/A,N/A,332,"Percentage of patients aged 18 years and older with a diagnosis of acute bacterial sinusitis that were prescribed amoxicillin, with or without clavulante, as a first line antibiotic at the time of diagnosis",Efficiency and Cost Reduction,Process,American Academy of Otolaryngology-Head and Neck Surgery,-,-,-,-,-,-,X,X,Sinusitis ,-,-,-,-,-,-,Measure Specification Manuals
,Adult Sinusitis: Computerized Tomography (CT) for Acute Sinusitis (Overuse),N/A,N/A,333,Percentage of patients aged 18 years and older with a diagnosis of acute sinusitis who had a computerized tomography (CT) scan of the paranasal sinuses ordered at the time of diagnosis or received within 28 days after date of diagnosis,Efficiency and Cost Reduction,Efficiency,American Academy of Otolaryngology-Head and Neck Surgery,-,-,-,-,-,-,X,X,Sinusitis ,-,-,-,-,-,-,Measure Specification Manuals
,Adult Sinusitis: More than One Computerized Tomography (CT) Scan Within 90 Days for Chronic Sinusitis (Overuse),N/A,N/A,334,Percentage of patients aged 18 years and older with a diagnosis of chronic sinusitis who had more than one CT scan of the paranasal sinuses ordered or received within 90 days after the date of diagnosis,Efficiency and Cost Reduction,Efficiency,American Academy of Otolaryngology-Head and Neck Surgery,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Maternity Care: Elective Delivery or Early Induction Without Medical Indication at ≥ 37 and < 39 Weeks,N/A,N/A,335,"Percentage of patients, regardless of age, who gave birth during a 12-month period who delivered a live singleton at ≥ 37 and < 39 weeks of gestation completed who had elective deliveries or early inductions without medical indication",Patient Safety,Outcome,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Maternity Care: Post-Partum Follow-Up and Care Coordination,N/A,N/A,336,"Percentage of patients, regardless of age, who gave birth during a 12-month period who were seen for post-partum care within 8 weeks of giving birth who received a breast feeding evaluation and education, post-partum depression screening, post-partum glucose screening for gestational diabetes patients, and family and contraceptive planning",Communication and Care Coordination,Process,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,"Tuberculosis Prevention for Psoriasis,Psoriatic Arthritis and Rheumatoid Arthritis Patients on a Biological Immune Response Modifier",N/A,N/A,337,Percentage of patients whose providers are ensuring active tuberculosis prevention either through yearly negative standard tuberculosis screening tests or are reviewing the patient’s history to determine if they have had appropriate management for a recent or prior positive test,Effective Clinical Care,Process,American Academy of Dermatology,-,-,-,-,-,-,X,X,Rheumatoid Arthritis,-,-,-,-,-,-,Measure Specification Manuals
,HIV Viral Load Suppression,N/A,2082,338,"The percentage of patients, regardless of age, with a diagnosis of HIV with a HIV viral load less than 200 copies/mL at last HIV viral load test during the measurement year",Effective Clinical Care,Outcome,Health Resources and Services Administration,-,-,-,-,-,-,X,-,HIV/AIDS,-,-,-,-,-,-,Measure Specification Manuals
,Prescription of HIV Antiretroviral Therapy,N/A,2083,339,"Percentage of patients, regardless of age, with a diagnosis of HIV prescribed antiretroviral therapy for the treatment of HIV infection during the measurement year",Effective Clinical Care,Process,Health Resources and Services Administration,-,-,-,-,-,-,X,-,HIV/AIDS,-,-,-,-,-,-,Measure Specification Manuals
,HIV Medical Visit Frequency,N/A,2079,340,"Percentage of patients, regardless of age with a diagnosis of HIV who had at least one medical visit in each 6 month period of the 24 month measurement period, with a minimum of 60 days between medical visits",Efficiency and Cost Reduction,Process,Health Resources and Services Administration,-,-,-,-,-,-,X,-,HIV/AIDS,-,-,-,-,-,-,Measure Specification Manuals
,Pain Brought Under Control Within 48 Hours,N/A,N/A,342,Patients aged 18 and older who report being uncomfortable because of pain at the initial assessment (after admission to palliative care services) who report pain was brought to a comfortable level within 48 hours,Person and Caregiver-Centered Experience and Outcomes,Outcome,National Hospice and Palliative Care Organization,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Screening Colonoscopy Adenoma Detection Rate Measure,N/A,N/A,343,The percentage of patients age 50 years or older with at least one conventional adenoma or colorectal cancer detected during screening colonoscopy,Effective Clinical Care,Outcome,American College of Gastroenterology,American Gastroenterological Association,American Society for Gastrointestinal Endoscopy,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,"Rate of Carotid Artery Stenting (CAS) for Asymptomatic Patients, Without Major Complications (Discharged to Home by Post-Operative Day #2)",N/A,N/A,344,Percent of asymptomatic patients undergoing CAS who are discharged to home no later than post-operative day #2,Effective Clinical Care,Outcome,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Rate of Postoperative Stroke or Death in Asymptomatic Patients Undergoing Carotid Artery Stenting (CAS),N/A,1543,345,Percent of asymptomatic patients undergoing CAS who experience stroke or death following surgery while in the hospital,Effective Clinical Care,Outcome,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Rate of Postoperative Stroke or Death in Asymptomatic Patients Undergoing Carotid Endarterectomy (CEA),N/A,1540,346,Percent of asymptomatic patients undergoing CEA who experience stroke or death following surgery while in the hospital,Effective Clinical Care,Outcome,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Rate of Endovascular Aneurysm Repair (EVAR) of Small or Moderate Non-Ruptured Abdominal Aortic Aneurysms (AAA) Who Die While in Hospital,N/A,1534,347,Percent of patients undergoing endovascular repair of small or moderate abdominal aortic aneurysms (AAA) who die while in the hospital,Patient Safety,Outcome,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,HRS-3: Implantable Cardioverter-Defibrillator (ICD) Complications Rate,N/A,N/A,348,Patients with physician-specific risk-standardized rates of procedural complications following the first time implantation of an ICD,Patient Safety,Outcome,The Heart Rhythm Society,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Total Knee Replacement: Shared Decision-Making: Trial of Conservative (Non-surgical) Therapy,N/A,N/A,350,"Percentage of patients regardless of age or gender undergoing a total knee replacement with documented shared decision-making with discussion of conservative (non-surgical) therapy (e.g.  Nonsteroidal anti-inflammatory drugs (NSAIDs), analgesics, weight loss, exercise, injections) prior to the procedure",Communication and Care Coordination,Outcome,American Association of Hip and Knee Surgeons,-,-,-,-,-,-,X,-,Total Knee Replacement,-,-,-,-,-,-,Measure Specification Manuals
,Total Knee Replacement: Venous Thromboembolic and Cardiovascular Risk Evaluation,N/A,N/A,351,"Percentage of patients regardless of age or gender undergoing a total knee replacement who are evaluated for the presence or absence of venous thromboembolic and cardiovascular risk factors within 30 days prior to the procedure (e.g. history of Deep Vein Thrombosis (DVT), Pulmonary Embolism (PE), Myocardial Infarction (MI), Arrhythmia and Stroke)",Patient Safety,Outcome,American Association of Hip and Knee Surgeons,-,-,-,-,-,-,X,-,Total Knee Replacement,-,-,-,-,-,-,Measure Specification Manuals
,Total Knee Replacement: Preoperative Antibiotic Infusion with Proximal Tourniquet,N/A,N/A,352,Percentage of patients regardless of age or gender undergoing a total knee replacement who had the prophylactic antibiotic completely infused prior to the inflation of the proximal tourniquet,Patient Safety,Outcome,American Association of Hip and Knee Surgeons,-,-,-,-,-,-,X,-,Total Knee Replacement,-,-,-,-,-,-,Measure Specification Manuals
,Total Knee Replacement: Identification of Implanted Prosthesis in Operative Report,N/A,N/A,353,"Percentage of patients regardless of age or gender undergoing a total knee replacement whose operative report identifies the prosthetic implant specifications including the prosthetic implant manufacturer, the brand name of the prosthetic implant and the size of each prosthetic implant",Patient Safety,Outcome,American Association of Hip and Knee Surgeons,-,-,-,-,-,-,X,-,Total Knee Replacement,-,-,-,-,-,-,Measure Specification Manuals
,Anastomotic Leak Intervention,N/A,N/A,354,Percentage of patients aged 18 years and older who required an anastomotic leak intervention following gastric bypass or colectomy surgery,Patient Safety,Outcome,American College of Surgeons,-,-,-,-,-,-,X,-,General Surgery,-,-,-,-,-,-,Measure Specification Manuals
,Unplanned Reoperation within the 30 Day Postoperative Period,N/A,N/A,355,Percentage of patients aged 18 years and older who had any unplanned reoperation within the 30 day postoperative period,Patient Safety,Outcome,American College of Surgeons,-,-,-,-,-,-,X,-,General Surgery,-,-,-,-,-,-,Measure Specification Manuals
,Unplanned Hospital Readmission within 30 Days of Principal Procedure,N/A,N/A,356,Percentage of patients aged 18 years and older who had an unplanned hospital readmission within 30 days of principal procedure ,Effective Clinical Care,Outcome,American College of Surgeons,-,-,-,-,-,-,X,-,General Surgery,-,-,-,-,-,-,Measure Specification Manuals
